scorer,DLC_resnet_50_10_tankJan16shuffle1_1030000,DLC_resnet_50_10_tankJan16shuffle1_1030000,DLC_resnet_50_10_tankJan16shuffle1_1030000,DLC_resnet_50_10_tankJan16shuffle1_1030000,DLC_resnet_50_10_tankJan16shuffle1_1030000,DLC_resnet_50_10_tankJan16shuffle1_1030000
bodyparts,head,head,head,tail,tail,tail
coords,x,y,likelihood,x,y,likelihood
51,320.1966552734375,109.466552734375,0.9999996423721313,263.59130859375,119.30903625488281,0.9999984502792358
52,320.1909484863281,109.466552734375,0.9999997019767761,263.4806213378906,119.3077392578125,0.9999979734420776
53,320.1716003417969,109.47334289550781,0.9999996423721313,263.3997497558594,119.20574951171875,0.999997615814209
54,320.1617126464844,109.4755630493164,0.9999996423721313,263.3912048339844,119.16979217529297,0.9999974966049194
55,320.1572570800781,109.4859390258789,0.9999996423721313,263.1604919433594,119.09439849853516,0.9999974966049194
56,320.1572570800781,109.51642608642578,0.9999996423721313,263.1604919433594,119.08995056152344,0.9999975562095642
57,320.1514587402344,109.51642608642578,0.9999996423721313,263.1604919433594,119.08995056152344,0.999997615814209
58,320.1514587402344,109.51642608642578,0.9999996423721313,263.282958984375,119.09439849853516,0.9999979734420776
59,320.1439208984375,109.5188217163086,0.9999996423721313,263.3677673339844,119.18244171142578,0.9999977350234985
60,320.141357421875,109.53428649902344,0.9999996423721313,263.4167785644531,119.196533203125,0.9999983310699463
61,320.11572265625,109.53428649902344,0.9999996423721313,263.4167785644531,119.196533203125,0.999998152256012
62,320.11572265625,109.56721496582031,0.9999996423721313,263.6387939453125,119.20091247558594,0.9999982118606567
63,320.10430908203125,109.56721496582031,0.9999996423721313,263.6387939453125,119.23270416259766,0.9999977350234985
64,320.10430908203125,109.53428649902344,0.9999996423721313,263.2981872558594,119.23270416259766,0.9999977350234985
65,320.10430908203125,109.51675415039062,0.9999996423721313,263.2981872558594,119.24256134033203,0.9999978542327881
66,320.10430908203125,109.51675415039062,0.9999996423721313,263.2981872558594,119.24256134033203,0.9999977350234985
67,320.10430908203125,109.5022201538086,0.9999996423721313,263.27398681640625,119.23270416259766,0.9999978542327881
68,320.1077575683594,109.49819946289062,0.9999996423721313,263.2130126953125,119.16368865966797,0.9999979734420776
69,320.10992431640625,109.49549102783203,0.9999997019767761,263.1949462890625,119.13304138183594,0.9999982118606567
70,320.1116027832031,109.49549102783203,0.9999996423721313,263.1949462890625,119.13304138183594,0.9999977946281433
71,320.1508483886719,109.49549102783203,0.9999996423721313,263.2130126953125,119.13304138183594,0.9999976754188538
72,320.1116027832031,109.52713012695312,0.9999996423721313,263.2130126953125,119.35334014892578,0.9999980330467224
73,320.1116027832031,109.54395294189453,0.9999996423721313,263.2477722167969,119.35334014892578,0.9999978542327881
74,320.128173828125,109.54395294189453,0.9999995827674866,263.2477722167969,119.35334014892578,0.9999977350234985
75,320.128173828125,109.54021453857422,0.9999995827674866,263.2477722167969,119.33370208740234,0.999997615814209
76,320.1205139160156,109.54021453857422,0.9999996423721313,263.25439453125,119.31359100341797,0.9999979734420776
77,320.1205139160156,109.54395294189453,0.9999996423721313,263.25439453125,119.26054382324219,0.9999982118606567
78,320.1205139160156,109.54021453857422,0.9999996423721313,263.22900390625,119.27861785888672,0.9999980926513672
79,320.1201171875,109.53353118896484,0.9999996423721313,263.2766418457031,119.27861785888672,0.9999978542327881
80,320.10589599609375,109.53353118896484,0.9999996423721313,263.2766418457031,119.26054382324219,0.9999980926513672
81,320.10589599609375,109.53076934814453,0.9999996423721313,263.2766418457031,119.26054382324219,0.9999979138374329
82,320.10589599609375,109.52592468261719,0.9999996423721313,263.4342041015625,119.27861785888672,0.9999980330467224
83,320.10546875,109.52592468261719,0.9999995827674866,263.4342041015625,119.28630828857422,0.9999983310699463
84,320.0760192871094,109.44061279296875,0.9999997019767761,263.4342041015625,119.28630828857422,0.9999977946281433
85,320.03045654296875,109.43913269042969,0.9999996423721313,263.4342041015625,119.28630828857422,0.9999971389770508
86,320.0270080566406,109.43913269042969,0.9999996423721313,263.4342041015625,119.27725219726562,0.9999975562095642
87,320.0057067871094,109.44061279296875,0.9999996423721313,263.4002685546875,119.27406311035156,0.9999978542327881
88,319.99932861328125,109.44061279296875,0.9999995827674866,263.4002685546875,119.20858001708984,0.9999978542327881
89,319.99853515625,109.4281234741211,0.9999995231628418,263.5547180175781,119.20858001708984,0.9999973773956299
90,319.99853515625,109.45769500732422,0.9999996423721313,263.2404479980469,119.24285125732422,0.9999974966049194
91,319.99932861328125,109.45769500732422,0.9999996423721313,263.2121276855469,119.23396301269531,0.9999975562095642
92,319.99853515625,109.4832992553711,0.9999996423721313,263.2121276855469,119.24285125732422,0.999996542930603
93,319.9963073730469,109.49088287353516,0.9999995231628418,263.5547180175781,119.32844543457031,0.9999966621398926
94,320.0008850097656,109.49088287353516,0.9999995827674866,263.8160705566406,119.24285125732422,0.999997615814209
95,320.0008850097656,109.49088287353516,0.9999996423721313,263.8472595214844,119.23396301269531,0.9999977350234985
96,320.4276123046875,109.27924346923828,0.9999997615814209,263.8472595214844,119.15994262695312,0.9999989867210388
97,320.4276123046875,109.27924346923828,0.9999997615814209,263.8472595214844,119.15994262695312,0.9999988079071045
98,320.4276123046875,109.27924346923828,0.9999997615814209,263.9006042480469,119.15994262695312,0.999998927116394
99,320.4310607910156,109.458984375,0.9999997615814209,263.9006042480469,119.15994262695312,0.9999988079071045
100,320.3426818847656,109.49703979492188,0.9999997019767761,263.9006042480469,119.2207260131836,0.9999986290931702
101,320.3352966308594,109.53043365478516,0.9999997615814209,263.93170166015625,119.2207260131836,0.9999985694885254
102,320.3352966308594,109.53043365478516,0.9999997019767761,263.93170166015625,119.16522216796875,0.9999985098838806
103,320.3182678222656,109.53043365478516,0.9999997615814209,264.0023193359375,119.16522216796875,0.9999984502792358
104,320.28521728515625,109.53045654296875,0.9999997615814209,264.07220458984375,119.16522216796875,0.9999985694885254
105,320.28521728515625,109.52312469482422,0.9999997615814209,264.07220458984375,119.16522216796875,0.9999988079071045
106,320.27490234375,109.52312469482422,0.9999997615814209,264.1805114746094,119.17794799804688,0.9999988079071045
107,320.26739501953125,109.55776977539062,0.9999997615814209,264.1805114746094,119.20257568359375,0.9999986886978149
108,320.1736145019531,109.6301498413086,0.9999997019767761,264.1805114746094,119.21961212158203,0.9999986886978149
109,320.12371826171875,109.63470458984375,0.9999997019767761,264.01751708984375,119.239501953125,0.9999985694885254
110,320.096435546875,109.6453628540039,0.9999997615814209,263.9950256347656,119.25875854492188,0.999998927116394
111,320.07794189453125,109.6453628540039,0.9999997019767761,263.9950256347656,119.32886505126953,0.9999983310699463
112,319.9953308105469,109.6488265991211,0.9999996423721313,264.1266784667969,119.33734893798828,0.9999982118606567
113,319.9843444824219,109.67996215820312,0.9999997019767761,264.0261535644531,119.33734893798828,0.9999985694885254
114,319.9843444824219,109.67996215820312,0.9999997019767761,264.1266784667969,119.32886505126953,0.9999985694885254
115,319.9953308105469,109.69461822509766,0.9999997019767761,264.1266784667969,119.28827667236328,0.9999983906745911
116,319.99041748046875,109.69963073730469,0.9999997019767761,264.0261535644531,119.28286743164062,0.9999985694885254
117,319.99041748046875,109.69963073730469,0.9999996423721313,263.8919372558594,119.26779174804688,0.9999982118606567
118,319.99041748046875,109.69963073730469,0.9999996423721313,263.71142578125,119.26779174804688,0.9999980926513672
119,319.982177734375,109.69664001464844,0.9999997019767761,263.68865966796875,119.26779174804688,0.9999980926513672
120,319.8852844238281,109.68766021728516,0.9999996423721313,263.4675598144531,119.441650390625,0.9999979734420776
121,319.8556213378906,109.66098022460938,0.9999996423721313,263.4581604003906,119.44337463378906,0.9999979138374329
122,319.8399963378906,109.63721466064453,0.9999996423721313,263.4581604003906,119.51009368896484,0.9999977946281433
123,319.8399963378906,109.6166000366211,0.9999997019767761,263.4581604003906,119.552978515625,0.9999975562095642
124,319.8556213378906,109.61620330810547,0.9999996423721313,263.6134948730469,119.552978515625,0.9999978542327881
125,319.88934326171875,109.61620330810547,0.9999997615814209,263.6134948730469,119.52664947509766,0.9999979138374329
126,319.8968505859375,109.61620330810547,0.9999997615814209,263.6134948730469,119.52664947509766,0.9999979734420776
127,319.9184875488281,109.63074493408203,0.9999997615814209,263.6199035644531,119.52812194824219,0.9999980926513672
128,319.9566345214844,109.63074493408203,0.9999997019767761,263.5928039550781,119.52664947509766,0.999997615814209
129,319.9568176269531,109.63074493408203,0.9999996423721313,263.56390380859375,119.23410034179688,0.9999972581863403
130,319.9568176269531,109.63074493408203,0.9999997019767761,263.46978759765625,119.34417724609375,0.9999973177909851
131,319.9566345214844,109.63875579833984,0.9999996423721313,263.46978759765625,119.34417724609375,0.9999971985816956
132,319.9189453125,109.72613525390625,0.9999996423721313,263.46978759765625,119.34417724609375,0.9999977350234985
133,319.9189453125,109.7359619140625,0.9999996423721313,263.7259216308594,119.44107818603516,0.9999979138374329
134,319.9189453125,109.7359619140625,0.9999996423721313,263.7433166503906,119.44107818603516,0.9999978542327881
135,319.9185791015625,109.72613525390625,0.9999996423721313,263.7607421875,119.44107818603516,0.9999977350234985
136,319.89434814453125,109.69755554199219,0.9999996423721313,263.7607421875,119.37661743164062,0.9999974370002747
137,319.9083251953125,109.69161987304688,0.9999996423721313,263.8714294433594,119.2942123413086,0.9999979734420776
138,319.9083251953125,109.61609649658203,0.9999996423721313,263.92596435546875,119.2882080078125,0.9999979138374329
139,319.9083251953125,109.6092529296875,0.9999996423721313,263.961181640625,119.28263092041016,0.9999985694885254
140,319.9143981933594,109.57990264892578,0.9999996423721313,263.9624938964844,119.2733154296875,0.9999986290931702
141,319.9290466308594,109.57990264892578,0.9999997019767761,263.9624938964844,119.24452209472656,0.9999985098838806
142,319.9369201660156,109.59100341796875,0.9999996423721313,263.9624938964844,119.22026062011719,0.9999985098838806
143,319.9488830566406,109.59100341796875,0.9999997019767761,263.9038391113281,119.21318054199219,0.9999984502792358
144,320.0426330566406,109.67635345458984,0.9999996423721313,263.75830078125,119.21318054199219,0.9999984502792358
145,320.0586853027344,109.67635345458984,0.9999996423721313,263.75830078125,119.21318054199219,0.9999980330467224
146,320.0729675292969,109.67635345458984,0.9999997615814209,263.75830078125,119.27545166015625,0.9999985694885254
147,320.1038818359375,109.6181411743164,0.9999997019767761,263.856201171875,119.27545166015625,0.9999985694885254
148,320.1118469238281,109.5846939086914,0.9999996423721313,263.856201171875,119.28239440917969,0.9999980330467224
149,320.1118469238281,109.56465148925781,0.9999997019767761,263.9231872558594,119.28239440917969,0.9999982118606567
150,320.118408203125,109.5375747680664,0.9999997019767761,263.856201171875,119.27545166015625,0.9999983310699463
151,320.1118469238281,109.51089477539062,0.9999997615814209,263.8244323730469,119.26946258544922,0.9999983906745911
152,320.0967102050781,109.50261688232422,0.9999997615814209,263.8244323730469,119.28239440917969,0.9999980926513672
153,320.0532531738281,109.47736358642578,0.9999996423721313,263.8115234375,119.28115844726562,0.9999980926513672
154,320.0532531738281,109.47736358642578,0.9999996423721313,263.68609619140625,119.26824188232422,0.9999982714653015
155,320.0532531738281,109.47736358642578,0.9999997019767761,263.68609619140625,119.26824188232422,0.9999977350234985
156,320.0652770996094,109.71353149414062,0.9999996423721313,263.2689514160156,119.26824188232422,0.9999983310699463
157,320.0652770996094,109.71379089355469,0.9999997615814209,263.267822265625,119.24126434326172,0.9999984502792358
158,320.082763671875,109.71804809570312,0.9999997019767761,263.267822265625,119.17901611328125,0.9999982118606567
159,320.0652770996094,109.71804809570312,0.9999996423721313,263.19525146484375,119.16360473632812,0.9999979734420776
160,320.0611267089844,109.7315673828125,0.9999996423721313,263.19525146484375,119.16360473632812,0.9999984502792358
161,320.0611267089844,109.7315673828125,0.9999996423721313,263.427734375,119.17901611328125,0.9999979734420776
162,320.0751037597656,109.7315673828125,0.9999996423721313,263.5867614746094,119.21085357666016,0.9999982118606567
163,320.0615234375,109.69718170166016,0.9999997019767761,263.61737060546875,119.23847961425781,0.9999987483024597
164,320.0751037597656,109.68375396728516,0.9999996423721313,263.657470703125,119.29915618896484,0.9999985694885254
165,320.10601806640625,109.68375396728516,0.9999996423721313,263.657470703125,119.29915618896484,0.9999982118606567
166,320.10601806640625,109.68375396728516,0.9999997615814209,263.61737060546875,119.30815887451172,0.9999984502792358
167,320.06341552734375,109.70972442626953,0.9999997019767761,263.61737060546875,119.33680725097656,0.9999983310699463
168,320.072998046875,109.70972442626953,0.9999996423721313,263.657470703125,119.3425521850586,0.9999982118606567
169,320.06341552734375,109.71102905273438,0.9999997019767761,263.8536071777344,119.45926666259766,0.9999983310699463
170,320.06341552734375,109.71102905273438,0.9999997019767761,263.8536071777344,119.45926666259766,0.9999985098838806
171,320.06341552734375,109.70703887939453,0.9999997019767761,263.8536071777344,119.45926666259766,0.9999982714653015
172,320.0698547363281,109.66900634765625,0.9999997019767761,263.7943115234375,119.329345703125,0.9999984502792358
173,320.0698547363281,109.65211486816406,0.9999996423721313,263.7510681152344,119.26164245605469,0.9999985694885254
174,320.1108703613281,109.64859008789062,0.9999996423721313,263.6651306152344,119.23185729980469,0.9999985098838806
175,320.0698547363281,109.62982940673828,0.9999997019767761,263.6206359863281,119.23185729980469,0.9999982118606567
176,320.0698547363281,109.62753295898438,0.9999997019767761,263.6007080078125,119.23185729980469,0.9999979138374329
177,320.0640869140625,109.62753295898438,0.9999997019767761,263.551025390625,119.29521179199219,0.9999982118606567
178,320.0640869140625,109.62753295898438,0.9999997615814209,263.5790100097656,119.32197570800781,0.9999980926513672
179,320.0640869140625,109.6087417602539,0.9999996423721313,263.5790100097656,119.32197570800781,0.9999977350234985
180,320.0975341796875,109.47371673583984,0.9999997615814209,263.551025390625,119.32197570800781,0.9999989867210388
181,320.0992736816406,109.47371673583984,0.9999996423721313,263.4234924316406,119.30902099609375,0.9999985694885254
182,320.1034851074219,109.47371673583984,0.9999997019767761,263.3713684082031,119.30036926269531,0.9999984502792358
183,320.1131896972656,109.44865417480469,0.9999997019767761,263.3713684082031,119.30036926269531,0.999998152256012
184,320.1149597167969,109.45076751708984,0.9999996423721313,263.4234924316406,119.30902099609375,0.9999982118606567
185,320.1149597167969,109.46835327148438,0.9999997019767761,263.5691223144531,119.30036926269531,0.9999983310699463
186,320.1149597167969,109.45076751708984,0.9999997019767761,263.5691223144531,119.2959213256836,0.9999984502792358
187,320.1255187988281,109.45076751708984,0.9999997019767761,263.5691223144531,119.2959213256836,0.9999983906745911
188,320.1255187988281,109.46835327148438,0.9999997019767761,263.5589294433594,119.22586059570312,0.9999985098838806
189,320.1255187988281,109.46835327148438,0.9999996423721313,263.5546569824219,119.22586059570312,0.9999984502792358
190,320.1255187988281,109.4720687866211,0.9999997019767761,263.4825439453125,119.22586059570312,0.9999980926513672
191,320.1255187988281,109.48802947998047,0.9999997019767761,263.4825439453125,119.34069061279297,0.9999980926513672
192,320.1159362792969,109.50202941894531,0.9999996423721313,263.4503173828125,119.38693237304688,0.9999977350234985
193,320.1159362792969,109.51262664794922,0.9999996423721313,263.2330627441406,119.41024017333984,0.9999978542327881
194,320.09674072265625,109.51262664794922,0.9999997615814209,263.2330627441406,119.43863677978516,0.9999972581863403
195,320.09674072265625,109.5167236328125,0.9999996423721313,263.5887145996094,119.54228973388672,0.9999972581863403
196,320.09674072265625,109.5167236328125,0.9999996423721313,263.66143798828125,119.62635803222656,0.999997615814209
197,320.07867431640625,109.5167236328125,0.9999996423721313,263.66143798828125,119.62635803222656,0.9999974966049194
198,320.0711975097656,109.4988784790039,0.9999996423721313,263.66143798828125,119.62635803222656,0.9999977946281433
199,320.0523986816406,109.5167236328125,0.9999996423721313,263.345703125,119.50334167480469,0.9999959468841553
200,320.0237731933594,109.4988784790039,0.9999996423721313,263.345703125,119.50334167480469,0.9999966621398926
201,320.01580810546875,109.49370574951172,0.9999996423721313,263.345703125,119.50334167480469,0.9999973773956299
202,320.01580810546875,109.4931869506836,0.9999997615814209,263.3966369628906,119.50353240966797,0.9999977350234985
203,320.0523986816406,109.48761749267578,0.9999996423721313,263.4368896484375,119.50653839111328,0.9999974966049194
204,320.0707702636719,109.4660415649414,0.9999996423721313,263.4726257324219,119.57350158691406,0.9999976754188538
205,320.0754699707031,109.41533660888672,0.9999997019767761,263.5301818847656,119.57350158691406,0.9999974966049194
206,320.0877685546875,109.41162109375,0.9999996423721313,263.5829772949219,119.57350158691406,0.9999978542327881
207,320.0780029296875,109.34795379638672,0.9999997019767761,263.5829772949219,119.5440902709961,0.9999979734420776
208,320.0780029296875,109.29893493652344,0.9999997019767761,263.6239318847656,119.5440902709961,0.9999979734420776
209,320.0877685546875,109.2811050415039,0.9999997019767761,263.6687316894531,119.5440902709961,0.9999979734420776
210,320.1673278808594,109.23453521728516,0.9999997019767761,263.64434814453125,119.556884765625,0.9999980926513672
211,320.1673278808594,109.14840698242188,0.9999997615814209,263.64434814453125,119.556884765625,0.9999980926513672
212,320.1673278808594,109.14840698242188,0.9999997615814209,263.8068542480469,119.64045715332031,0.9999984502792358
213,320.09442138671875,109.14840698242188,0.9999997615814209,263.8068542480469,119.556884765625,0.9999978542327881
214,320.09442138671875,109.17961120605469,0.9999997615814209,263.8068542480469,119.4537582397461,0.9999978542327881
215,320.09442138671875,109.21358489990234,0.9999997019767761,263.8068542480469,119.45255279541016,0.9999979734420776
216,320.074951171875,109.28904724121094,0.9999996423721313,263.8068542480469,119.34126281738281,0.9999982118606567
217,320.0667419433594,109.33158874511719,0.9999997019767761,263.5564880371094,119.34126281738281,0.9999980926513672
218,320.0437927246094,109.33158874511719,0.9999996423721313,263.5342712402344,119.34126281738281,0.9999983310699463
219,320.03704833984375,109.33158874511719,0.9999997019767761,263.5342712402344,119.39276123046875,0.9999983906745911
220,320.0276184082031,109.35311126708984,0.9999997019767761,263.5300598144531,119.39276123046875,0.9999983310699463
221,319.9722595214844,109.41297149658203,0.9999996423721313,263.5187072753906,119.39276123046875,0.9999984502792358
222,319.95184326171875,109.41764068603516,0.9999997019767761,263.5209045410156,119.3290023803711,0.9999983310699463
223,319.94366455078125,109.46381378173828,0.9999997019767761,263.5187072753906,119.30748748779297,0.9999983906745911
224,319.94366455078125,109.4713134765625,0.9999996423721313,263.5187072753906,119.30748748779297,0.999998152256012
225,319.94366455078125,109.49506378173828,0.9999997019767761,263.5209045410156,119.30748748779297,0.9999984502792358
226,319.9935607910156,109.49783325195312,0.9999997615814209,263.5209045410156,119.30748748779297,0.9999986886978149
227,320.008056640625,109.54837799072266,0.9999997615814209,263.3799133300781,119.30748748779297,0.9999983310699463
228,320.041259765625,109.54837799072266,0.9999997019767761,263.40509033203125,119.28741455078125,0.9999984502792358
229,320.0556640625,109.57987976074219,0.9999997019767761,263.3799133300781,119.21765899658203,0.9999985694885254
230,320.0556640625,109.57987976074219,0.9999997615814209,263.3799133300781,119.21765899658203,0.9999986886978149
231,320.0556640625,109.57124328613281,0.9999997615814209,263.40509033203125,119.21765899658203,0.9999984502792358
232,320.0654296875,109.5681381225586,0.9999997019767761,263.40509033203125,119.21038055419922,0.9999986886978149
233,320.0654296875,109.57124328613281,0.9999997019767761,263.4101257324219,119.21038055419922,0.9999986886978149
234,320.0511779785156,109.57124328613281,0.9999997019767761,263.5995178222656,119.33049774169922,0.9999982118606567
235,320.0244140625,109.58883666992188,0.9999997019767761,263.4101257324219,119.19358825683594,0.9999982118606567
236,320.0212097167969,109.64511108398438,0.9999997019767761,263.3808288574219,119.19358825683594,0.9999985694885254
237,320.0212097167969,109.6591567993164,0.9999997615814209,263.4101257324219,119.21680450439453,0.9999982118606567
238,320.0117492675781,109.6591567993164,0.9999997019767761,263.54986572265625,119.2734375,0.9999982118606567
239,320.0082702636719,109.64511108398438,0.9999997019767761,263.54986572265625,119.2734375,0.9999986290931702
240,320.0082702636719,109.56309509277344,0.9999997615814209,263.5595703125,119.45377349853516,0.9999986886978149
241,320.0082702636719,109.56309509277344,0.9999997019767761,263.6771545410156,119.465087890625,0.9999985694885254
242,319.9971008300781,109.56309509277344,0.9999997019767761,263.8574523925781,119.465087890625,0.9999983906745911
243,319.95953369140625,109.6068115234375,0.9999997019767761,263.8574523925781,119.48114013671875,0.9999983310699463
244,319.95953369140625,109.62100219726562,0.9999997019767761,263.8574523925781,119.48114013671875,0.9999984502792358
245,319.95953369140625,109.62100219726562,0.9999997019767761,263.8387756347656,119.44898986816406,0.9999983310699463
246,319.969482421875,109.62100219726562,0.9999997019767761,263.5255432128906,119.4415283203125,0.9999982118606567
247,319.9747009277344,109.62100219726562,0.9999997615814209,263.35443115234375,119.4415283203125,0.999998152256012
248,320.0513000488281,109.57039642333984,0.9999997019767761,263.35443115234375,119.4415283203125,0.9999980926513672
249,320.0992736816406,109.47476959228516,0.9999997019767761,263.35443115234375,119.43885040283203,0.9999978542327881
250,320.0992736816406,109.47476959228516,0.9999997615814209,263.3190002441406,119.43885040283203,0.9999985694885254
251,320.0992736816406,109.47476959228516,0.9999998211860657,263.33111572265625,119.37785339355469,0.9999983310699463
252,320.3382568359375,109.40864562988281,0.9999997019767761,263.3951721191406,119.37487030029297,0.9999980926513672
253,320.3382568359375,109.50983428955078,0.9999996423721313,263.378173828125,119.37487030029297,0.9999979734420776
254,320.13787841796875,109.55108642578125,0.9999997615814209,263.3779296875,119.3617172241211,0.9999983310699463
255,320.1175231933594,109.6183090209961,0.9999997019767761,263.378173828125,119.3486557006836,0.9999985098838806
256,320.1175231933594,109.55108642578125,0.9999997615814209,263.3951721191406,119.33879089355469,0.9999985694885254
257,320.10272216796875,109.60672760009766,0.9999996423721313,263.378173828125,119.29588317871094,0.9999986886978149
258,320.04644775390625,109.55108642578125,0.9999996423721313,263.3779296875,119.2563705444336,0.999998927116394
