scorer,DLC_resnet_50_10_tankJan16shuffle1_1030000,DLC_resnet_50_10_tankJan16shuffle1_1030000,DLC_resnet_50_10_tankJan16shuffle1_1030000,DLC_resnet_50_10_tankJan16shuffle1_1030000,DLC_resnet_50_10_tankJan16shuffle1_1030000,DLC_resnet_50_10_tankJan16shuffle1_1030000
bodyparts,head,head,head,tail,tail,tail
coords,x,y,likelihood,x,y,likelihood
1469,186.10446166992188,28.259553909301758,0.9999998807907104,232.52801513671875,12.116658210754395,0.9883267879486084
1470,186.10446166992188,28.241931915283203,0.9999998807907104,232.50119018554688,12.116658210754395,0.9859933853149414
1471,186.0977325439453,28.226573944091797,0.9999998807907104,232.25328063964844,12.375936508178711,0.9595194458961487
1472,186.08746337890625,28.187793731689453,0.9999998807907104,232.25328063964844,12.405282974243164,0.9668803215026855
1473,186.08383178710938,28.16229248046875,0.9999998807907104,232.15773010253906,12.42532730102539,0.9524958729743958
1474,186.08746337890625,28.16229248046875,0.9999998807907104,232.15773010253906,12.405282974243164,0.9758551120758057
1475,186.0977325439453,28.16229248046875,0.9999998807907104,232.09768676757812,12.405282974243164,0.9639623165130615
1476,186.13697814941406,28.34758949279785,0.9999999403953552,232.15773010253906,12.011837005615234,0.9990748167037964
1477,186.13697814941406,28.36916732788086,0.9999999403953552,232.15773010253906,11.94547176361084,0.9988721013069153
1478,186.13697814941406,28.36916732788086,0.9999999403953552,232.11270141601562,11.94547176361084,0.9994900822639465
1479,186.1246337890625,28.36916732788086,1.0,232.22698974609375,11.998527526855469,0.9994930624961853
1480,186.1246337890625,28.359472274780273,0.9999998807907104,232.22862243652344,11.998527526855469,0.9994005560874939
1481,186.1246337890625,28.316425323486328,0.9999998807907104,232.22862243652344,12.296384811401367,0.9970118403434753
1482,186.13475036621094,28.316425323486328,0.9999999403953552,232.22862243652344,12.30074405670166,0.9970223307609558
1483,186.1382598876953,28.336692810058594,0.9999998807907104,232.2376251220703,12.30074405670166,0.9942085146903992
1484,186.15943908691406,28.336692810058594,0.9999998807907104,232.2464141845703,12.296384811401367,0.9966578483581543
1485,186.15943908691406,28.36396026611328,0.9999998807907104,232.56289672851562,12.199485778808594,0.9947266578674316
1486,186.13475036621094,28.37834930419922,0.9999998807907104,232.56289672851562,12.199485778808594,0.9954531192779541
1487,186.1129913330078,28.382793426513672,0.9999998807907104,232.56289672851562,12.199485778808594,0.9929871559143066
1488,186.11085510253906,28.382793426513672,0.9999999403953552,232.19711303710938,12.65753173828125,0.8763099908828735
1489,186.11085510253906,28.378644943237305,0.9999998211860657,231.9851531982422,12.667282104492188,0.8053722381591797
1490,186.10482788085938,28.378644943237305,0.9999998211860657,231.9851531982422,12.667282104492188,0.7845722436904907
1491,186.11085510253906,28.378620147705078,0.9999999403953552,231.9851531982422,12.707345008850098,0.8541089296340942
1492,186.11085510253906,28.378620147705078,0.9999998807907104,232.0654296875,12.667282104492188,0.8681948184967041
1493,186.09886169433594,28.373554229736328,0.9999998211860657,232.1422119140625,12.58383846282959,0.837108850479126
1494,186.09596252441406,28.370054244995117,0.9999999403953552,232.211669921875,12.580052375793457,0.9102783799171448
1495,186.09596252441406,28.34709930419922,0.9999998807907104,232.26644897460938,12.564664840698242,0.9251182079315186
1496,186.0673828125,28.31015968322754,0.9999998211860657,232.26644897460938,12.564664840698242,0.8709630966186523
1497,186.05836486816406,28.301490783691406,0.9999998211860657,232.2506103515625,12.553295135498047,0.9047583341598511
1498,186.05836486816406,28.301490783691406,0.9999998807907104,232.2506103515625,12.553295135498047,0.8973286151885986
1499,186.05836486816406,28.301490783691406,0.9999998807907104,232.26644897460938,12.452287673950195,0.9318773150444031
1500,186.1822967529297,28.328815460205078,0.9999998807907104,232.3651580810547,12.090392112731934,0.9979431629180908
1501,186.1822967529297,28.328815460205078,0.9999998807907104,232.36595153808594,12.033162117004395,0.9980757236480713
1502,186.1822967529297,28.328815460205078,0.9999998807907104,232.49050903320312,12.001190185546875,0.9974631071090698
1503,186.18496704101562,28.328815460205078,0.9999998807907104,232.53370666503906,11.979519844055176,0.9984999895095825
1504,186.18496704101562,28.328815460205078,0.9999998807907104,232.62295532226562,11.979519844055176,0.9975913166999817
1505,186.21115112304688,28.33660888671875,0.9999999403953552,232.64181518554688,11.976266860961914,0.9971149563789368
1506,186.2112274169922,28.33660888671875,0.9999998807907104,232.6721649169922,11.962796211242676,0.9978640079498291
1507,186.2112274169922,28.33660888671875,0.9999998807907104,232.71961975097656,11.932701110839844,0.996895432472229
1508,186.22140502929688,28.30856704711914,1.0,232.71961975097656,11.915562629699707,0.9961727857589722
1509,186.22146606445312,28.302034378051758,0.9999999403953552,232.79568481445312,11.915562629699707,0.9921226501464844
1510,186.22140502929688,28.302034378051758,0.9999998807907104,232.71961975097656,11.915562629699707,0.9914971590042114
1511,186.19520568847656,28.302034378051758,0.9999998807907104,232.6543426513672,11.940950393676758,0.9880998134613037
1512,186.17835998535156,28.442623138427734,0.9999999403953552,232.6543426513672,12.005865097045898,0.9968466758728027
1513,186.17486572265625,28.442623138427734,0.9999998807907104,232.64419555664062,12.064326286315918,0.9942566752433777
1514,186.17208862304688,28.442623138427734,0.9999998211860657,232.64419555664062,12.064326286315918,0.9919788241386414
1515,186.17486572265625,28.423784255981445,0.9999998807907104,232.66448974609375,12.064326286315918,0.9962543249130249
1516,186.17486572265625,28.423784255981445,0.9999999403953552,232.7084503173828,12.054941177368164,0.9968815445899963
1517,186.16851806640625,28.423784255981445,0.9999998807907104,232.7084503173828,12.054941177368164,0.9935665130615234
1518,186.1769256591797,28.423784255981445,0.9999998807907104,232.7084503173828,12.046757698059082,0.9904449582099915
1519,186.17849731445312,28.405088424682617,0.9999998807907104,232.4993133544922,12.045869827270508,0.9923759698867798
1520,186.18280029296875,28.372867584228516,0.9999998807907104,232.34771728515625,12.036767959594727,0.9917383193969727
1521,186.17849731445312,28.3697452545166,0.9999998807907104,232.33755493164062,12.045869827270508,0.9922480583190918
1522,186.18331909179688,28.34748077392578,0.9999999403953552,232.2572021484375,12.045869827270508,0.993197500705719
1523,186.18331909179688,28.34748077392578,0.9999998211860657,232.20254516601562,12.060559272766113,0.9893160462379456
1524,186.19686889648438,28.34748077392578,0.9999998807907104,231.7071075439453,12.263141632080078,0.997145414352417
1525,186.19686889648438,28.439823150634766,0.9999998807907104,231.7071075439453,12.317416191101074,0.9966566562652588
1526,186.2195587158203,28.46660614013672,0.9999998807907104,231.7071075439453,12.317416191101074,0.9952602386474609
1527,186.21536254882812,28.470720291137695,0.9999998807907104,231.8292236328125,12.294713020324707,0.9944279193878174
1528,186.21536254882812,28.497270584106445,0.9999998807907104,231.84678649902344,12.263141632080078,0.9947797060012817
1529,186.2195587158203,28.508350372314453,0.9999999403953552,231.9191131591797,12.131447792053223,0.9967507719993591
1530,186.22120666503906,28.565032958984375,0.9999998807907104,232.22422790527344,12.131447792053223,0.9959011077880859
1531,186.23464965820312,28.565032958984375,0.9999998807907104,232.28158569335938,12.12472915649414,0.9968465566635132
1532,186.23939514160156,28.565032958984375,0.9999998807907104,232.28158569335938,12.12472915649414,0.991398811340332
1533,186.2464599609375,28.480010986328125,0.9999998807907104,232.33450317382812,12.2124662399292,0.995651125907898
1534,186.2464599609375,28.480010986328125,0.9999998807907104,232.37904357910156,12.232444763183594,0.9937396049499512
1535,186.2464599609375,28.480010986328125,0.9999998807907104,232.3721466064453,12.250883102416992,0.991169810295105
1536,186.19786071777344,28.635019302368164,0.9999998807907104,232.3721466064453,12.357559204101562,0.9901565313339233
1537,186.19622802734375,28.635019302368164,0.9999998807907104,232.37904357910156,12.357559204101562,0.9929131865501404
1538,186.19375610351562,28.67063331604004,0.9999998807907104,232.42529296875,12.357559204101562,0.9965707063674927
1539,186.19375610351562,28.670576095581055,0.9999998807907104,232.3721466064453,12.246186256408691,0.9972655773162842
1540,186.19375610351562,28.666852951049805,0.9999998807907104,232.3069610595703,12.246186256408691,0.9969930648803711
1541,186.19302368164062,28.670576095581055,0.9999998807907104,232.42529296875,12.246186256408691,0.9963245391845703
1542,186.17027282714844,28.670576095581055,0.9999998807907104,232.46556091308594,12.313385009765625,0.9954371452331543
1543,186.19302368164062,28.666852951049805,0.9999998807907104,232.41845703125,12.440471649169922,0.9695008993148804
1544,186.19302368164062,28.654794692993164,0.9999998807907104,232.41845703125,12.57547664642334,0.9761579036712646
1545,186.20462036132812,28.654794692993164,0.9999998807907104,232.41845703125,12.57547664642334,0.98091059923172
1546,186.3126678466797,28.654794692993164,0.9999994039535522,232.23529052734375,12.440471649169922,0.9999518990516663
1547,186.34144592285156,28.8729305267334,0.9999998807907104,232.23529052734375,12.440471649169922,0.9996157288551331
1548,186.40042114257812,29.01028060913086,0.9999998807907104,232.23529052734375,14.253652572631836,0.9997829794883728
1549,189.279296875,29.72576904296875,0.9999998807907104,236.0164337158203,14.253652572631836,0.9998656511306763
1550,192.130126953125,29.72576904296875,0.9999998807907104,236.0164337158203,14.704484939575195,0.9614574909210205
1551,193.5309295654297,29.72576904296875,0.9999973773956299,236.0164337158203,15.32121467590332,0.23253265023231506
1552,239.8826141357422,14.401902198791504,0.9999990463256836,235.5070343017578,15.32980728149414,0.2548109292984009
1553,240.1436004638672,14.294200897216797,0.9999980926513672,235.493408203125,15.32121467590332,0.1484529674053192
1554,240.1436004638672,14.12436580657959,0.999998927116394,235.4701385498047,15.32121467590332,0.10597929358482361
1555,240.1436004638672,14.1215238571167,0.9999984502792358,235.4701385498047,15.256790161132812,0.10447463393211365
1556,240.13552856445312,14.1215238571167,0.9999984502792358,235.4701385498047,15.2393798828125,0.09234249591827393
1557,240.08895874023438,14.12436580657959,0.9999984502792358,235.493408203125,15.157087326049805,0.09109008312225342
1558,192.07733154296875,32.25189208984375,0.9999980926513672,235.71185302734375,15.022705078125,0.14660322666168213
1559,192.07733154296875,32.272674560546875,0.9999983310699463,235.7746124267578,14.979652404785156,0.15500757098197937
1560,192.07733154296875,32.34124755859375,0.9999983310699463,235.7746124267578,14.738606452941895,0.19860076904296875
1561,192.04837036132812,32.34124755859375,0.9999977946281433,235.7746124267578,14.69790267944336,0.18072104454040527
1562,192.08001708984375,32.34124755859375,0.9999979734420776,235.75486755371094,14.69790267944336,0.15933671593666077
1563,192.1004638671875,32.28382873535156,0.9999983310699463,235.73936462402344,14.738606452941895,0.14971688389778137
1564,239.80068969726562,13.844801902770996,0.9999974966049194,235.61041259765625,15.032320022583008,0.09821999073028564
1565,239.80068969726562,13.81165599822998,0.9999978542327881,235.54624938964844,15.163719177246094,0.09053471684455872
1566,239.80068969726562,13.81165599822998,0.9999978542327881,235.54624938964844,15.163719177246094,0.07952544093132019
1567,239.80068969726562,13.786627769470215,0.9999977946281433,204.91250610351562,33.90105056762695,0.07729583978652954
1568,239.80068969726562,13.786627769470215,0.9999977350234985,204.91250610351562,33.90105056762695,0.08563312888145447
1569,239.86221313476562,13.803597450256348,0.9999978542327881,204.91250610351562,33.998531341552734,0.09158724546432495
1570,239.86221313476562,13.845693588256836,0.9999980926513672,204.91250610351562,33.998531341552734,0.09095913171768188
1571,239.86221313476562,13.845693588256836,0.9999979734420776,204.90452575683594,33.998531341552734,0.10104387998580933
1572,239.9520721435547,13.845693588256836,0.9999982118606567,204.89871215820312,34.03583908081055,0.0925697386264801
1573,239.9520721435547,13.803597450256348,0.9999978542327881,204.75051879882812,34.03583908081055,0.1002395749092102
1574,239.9520721435547,13.711016654968262,0.9999976754188538,204.68035888671875,34.06175994873047,0.09974122047424316
1575,239.96295166015625,13.711016654968262,0.9999979734420776,204.66883850097656,34.093605041503906,0.0957551896572113
1576,239.96295166015625,13.711016654968262,0.9999985694885254,204.61978149414062,34.28867721557617,0.1448095440864563
1577,239.96295166015625,13.720987319946289,0.9999983310699463,204.61978149414062,34.28867721557617,0.1472841203212738
1578,239.9600067138672,13.733495712280273,0.9999986886978149,204.61978149414062,34.28867721557617,0.16260728240013123
1579,239.95556640625,13.733495712280273,0.9999985694885254,204.661376953125,34.22340774536133,0.14232933521270752
1580,239.918701171875,13.730005264282227,0.9999983310699463,204.683837890625,34.18857955932617,0.14614197611808777
1581,239.8789520263672,13.730005264282227,0.9999980926513672,204.7275390625,34.18857955932617,0.12399137020111084
1582,239.8789520263672,13.730005264282227,0.9999979734420776,204.79702758789062,34.178932189941406,0.11671960353851318
1583,239.8789520263672,13.730005264282227,0.999998152256012,204.8042755126953,34.1505126953125,0.11350321769714355
1584,240.09466552734375,13.881385803222656,0.9999982118606567,204.85842895507812,33.971107482910156,0.08842083811759949
1585,240.09466552734375,13.89707088470459,0.9999982118606567,204.91465759277344,33.922088623046875,0.09514468908309937
1586,240.09466552734375,13.929376602172852,0.9999982118606567,204.91726684570312,33.922088623046875,0.08512955904006958
1587,191.89224243164062,32.3056640625,0.9999983310699463,205.01502990722656,33.922088623046875,0.08032703399658203
1588,191.89224243164062,32.3056640625,0.9999980926513672,234.96286010742188,15.121166229248047,0.08437100052833557
1589,191.89224243164062,32.3056640625,0.9999982714653015,235.1094970703125,15.092103004455566,0.08890572190284729
1590,191.91946411132812,32.29245376586914,0.9999982714653015,235.16688537597656,15.121166229248047,0.09513741731643677
1591,191.92391967773438,32.29245376586914,0.9999982118606567,235.2139129638672,15.101513862609863,0.10382121801376343
1592,191.92640686035156,32.26757049560547,0.9999980926513672,235.2139129638672,15.101513862609863,0.09055867791175842
1593,191.9631805419922,32.26757049560547,0.9999982118606567,235.21475219726562,15.1490478515625,0.09474027156829834
1594,191.9631805419922,32.00596618652344,0.9999980926513672,235.21475219726562,15.1490478515625,0.08875742554664612
1595,240.015380859375,13.948600769042969,0.9999979138374329,235.23097229003906,15.101513862609863,0.09312093257904053
1596,240.02731323242188,13.899290084838867,0.9999983310699463,235.21475219726562,15.235126495361328,0.1013491153717041
1597,240.02731323242188,13.841653823852539,0.9999977350234985,235.21475219726562,15.235126495361328,0.08004608750343323
1598,240.00682067871094,13.841629028320312,0.9999979734420776,204.85037231445312,33.83029556274414,0.08968329429626465
1599,240.00682067871094,13.822489738464355,0.9999978542327881,204.7578125,33.86842727661133,0.09312322735786438
1600,239.94273376464844,13.815361022949219,0.9999979734420776,204.7228546142578,33.89958190917969,0.09405970573425293
1601,239.8253631591797,13.815189361572266,0.9999980330467224,204.7095947265625,33.91107940673828,0.10243344306945801
1602,239.7713623046875,13.805490493774414,0.9999980330467224,204.4492950439453,33.99957275390625,0.13587236404418945
1603,239.7460479736328,13.780900955200195,0.9999982118606567,204.4492950439453,34.12144470214844,0.13946881890296936
1604,239.7134552001953,13.77297306060791,0.9999982118606567,204.4492950439453,34.12144470214844,0.157759428024292
1605,239.7134552001953,13.77297306060791,0.9999984502792358,204.49960327148438,34.12144470214844,0.14768356084823608
1606,239.7134552001953,13.805490493774414,0.9999982714653015,204.57577514648438,34.05221176147461,0.11996808648109436
1607,239.7134552001953,13.83660888671875,0.9999979734420776,204.72772216796875,33.95796203613281,0.10176116228103638
1608,191.94398498535156,32.28412628173828,0.999998927116394,204.72772216796875,33.684974670410156,0.1671164333820343
1609,191.92369079589844,32.3477783203125,0.9999984502792358,235.32540893554688,14.864200592041016,0.10347235202789307
1610,191.88662719726562,32.3477783203125,0.9999985694885254,235.32540893554688,14.856986999511719,0.1116548478603363
1611,191.88662719726562,32.3477783203125,0.9999986886978149,235.32540893554688,14.864200592041016,0.1092841625213623
1612,191.88662719726562,32.307823181152344,0.9999990463256836,235.33900451660156,14.871853828430176,0.13912639021873474
1613,191.89979553222656,32.292747497558594,0.9999990463256836,235.34051513671875,14.871853828430176,0.13800615072250366
1614,191.91407775878906,32.292747497558594,0.9999989867210388,235.34051513671875,14.880802154541016,0.15148606896400452
1615,191.91407775878906,32.30312728881836,0.9999985694885254,235.37803649902344,14.97854995727539,0.1203383207321167
1616,191.91407775878906,32.307823181152344,0.9999983310699463,235.37803649902344,15.010016441345215,0.12161442637443542
1617,191.92779541015625,32.32110595703125,0.9999988079071045,204.6669464111328,33.92281723022461,0.12354183197021484
1618,191.9317626953125,32.350860595703125,0.9999984502792358,204.6669464111328,33.92281723022461,0.14292633533477783
1619,191.932373046875,32.350860595703125,0.9999982118606567,235.37803649902344,14.97854995727539,0.15225821733474731
1620,191.93997192382812,32.350860595703125,0.9999982118606567,235.5920867919922,14.993165016174316,0.13703647255897522
1621,191.93997192382812,32.37277603149414,0.9999976754188538,235.5920867919922,14.993165016174316,0.13153964281082153
1622,191.97149658203125,32.37277603149414,0.9999972581863403,235.5920867919922,14.993165016174316,0.10187771916389465
1623,239.84808349609375,13.98207950592041,0.9999971389770508,204.9697265625,33.987247467041016,0.1246110200881958
1624,239.84808349609375,13.98207950592041,0.9999975562095642,204.9697265625,33.987247467041016,0.12868431210517883
1625,191.93313598632812,32.23909378051758,0.9999974966049194,204.9697265625,33.987247467041016,0.11465135216712952
1626,191.97732543945312,32.23909378051758,0.9999982118606567,235.5708465576172,14.853031158447266,0.11013194918632507
1627,191.97732543945312,32.28456497192383,0.9999983310699463,235.62767028808594,14.844402313232422,0.11903312802314758
1628,191.97732543945312,32.28559494018555,0.9999983310699463,235.63999938964844,14.774259567260742,0.11622422933578491
1629,191.9942626953125,32.29376220703125,0.9999983310699463,235.63999938964844,14.774259567260742,0.1330619752407074
1630,191.9942626953125,32.29376220703125,0.9999986886978149,235.62767028808594,14.830845832824707,0.13754266500473022
1631,192.00535583496094,32.29376220703125,0.9999986290931702,235.49034118652344,14.830845832824707,0.10720473527908325
1632,192.0348358154297,32.0604133605957,0.9999982714653015,235.3179168701172,14.920703887939453,0.10319390892982483
1633,240.09996032714844,13.955892562866211,0.9999980926513672,204.7529296875,33.83510208129883,0.10953682661056519
1634,240.10182189941406,13.944982528686523,0.9999980330467224,204.72482299804688,33.862152099609375,0.11293885111808777
1635,240.1470184326172,13.93689250946045,0.9999979734420776,204.66619873046875,33.89157485961914,0.09637102484703064
1636,240.19131469726562,13.924299240112305,0.9999982118606567,204.7021026611328,33.88041687011719,0.11584851145744324
1637,240.29074096679688,13.907879829406738,0.9999983906745911,204.70555114746094,33.88041687011719,0.13497841358184814
1638,240.30862426757812,13.853289604187012,0.9999983310699463,204.70555114746094,33.88041687011719,0.11620315909385681
1639,240.30862426757812,13.853289604187012,0.9999982714653015,204.70555114746094,33.87102127075195,0.11152386665344238
1640,240.30862426757812,13.849172592163086,0.999998152256012,204.70555114746094,33.87102127075195,0.1004301905632019
1641,240.2930908203125,13.848823547363281,0.9999980926513672,204.7752227783203,33.87102127075195,0.09425166249275208
1642,240.2661590576172,13.848823547363281,0.9999983310699463,204.78173828125,33.87102127075195,0.12282025814056396
1643,240.16165161132812,13.859894752502441,0.9999984502792358,204.8038330078125,33.777767181396484,0.12221884727478027
1644,192.00851440429688,32.207008361816406,0.9999992847442627,235.99240112304688,14.028532981872559,0.3444324731826782
1645,191.9858856201172,32.300819396972656,0.9999992251396179,235.99240112304688,14.028532981872559,0.3691633641719818
1646,191.98251342773438,32.300819396972656,0.9999990463256836,235.99240112304688,14.028532981872559,0.25945013761520386
1647,191.98251342773438,32.300819396972656,0.9999992251396179,236.00692749023438,14.061437606811523,0.28197115659713745
1648,191.98251342773438,32.25675582885742,0.9999992847442627,235.9875030517578,14.100955963134766,0.3271636366844177
1649,191.98251342773438,32.213783264160156,0.9999994039535522,235.9835662841797,14.113605499267578,0.3938280940055847
1650,191.98399353027344,32.213783264160156,0.9999991059303284,235.9835662841797,14.134031295776367,0.28817397356033325
1651,191.99050903320312,32.25675582885742,0.999998927116394,235.95538330078125,14.181763648986816,0.29485493898391724
1652,192.00230407714844,32.27490234375,0.999998927116394,235.8643798828125,14.336783409118652,0.2522682547569275
1653,191.99050903320312,32.357749938964844,0.9999988079071045,235.75753784179688,14.456573486328125,0.21042367815971375
1654,191.99050903320312,32.357749938964844,0.9999984502792358,235.72860717773438,14.603120803833008,0.2005923092365265
1655,191.96934509277344,32.357749938964844,0.9999983310699463,235.70819091796875,14.63249397277832,0.17962586879730225
1656,191.96934509277344,32.26740264892578,0.9999982714653015,235.62644958496094,14.678407669067383,0.19864270091056824
1657,191.9615020751953,32.24969482421875,0.9999978542327881,235.5897674560547,14.678407669067383,0.16796371340751648
1658,191.9544677734375,32.24969482421875,0.9999984502792358,235.56277465820312,14.63249397277832,0.19373983144760132
1659,191.9544677734375,32.24969482421875,0.9999985694885254,235.5620880126953,14.682777404785156,0.21586784720420837
1660,191.9544677734375,32.29533386230469,0.9999985098838806,235.46295166015625,14.682777404785156,0.21937665343284607
1661,191.9544677734375,32.29533386230469,0.9999978542327881,235.3827667236328,14.683843612670898,0.1784827709197998
1662,191.9544677734375,32.29533386230469,0.999997615814209,235.31103515625,14.819007873535156,0.15038850903511047
1663,240.0602569580078,13.80648422241211,0.9999979734420776,204.74143981933594,33.8794059753418,0.10187959671020508
1664,240.0994873046875,13.800969123840332,0.9999983310699463,204.71054077148438,33.9765510559082,0.12549042701721191
1665,240.0994873046875,13.736988067626953,0.9999985694885254,204.65292358398438,33.9765510559082,0.1260816752910614
1666,240.0602569580078,13.736988067626953,0.9999986886978149,204.65292358398438,34.03363037109375,0.11972752213478088
1667,240.04505920410156,13.736988067626953,0.9999986886978149,204.6322021484375,34.004859924316406,0.11370849609375
1668,240.03128051757812,13.780734062194824,0.9999987483024597,204.6322021484375,34.004859924316406,0.1799708902835846
1669,240.02664184570312,13.81093692779541,0.9999986886978149,204.7234344482422,34.103633880615234,0.1948235034942627
1670,240.00924682617188,13.83903694152832,0.9999988079071045,204.7234344482422,34.15469741821289,0.20228886604309082
1671,240.00924682617188,13.853355407714844,0.9999988079071045,204.7234344482422,34.103633880615234,0.2035185992717743
1672,240.00924682617188,13.858894348144531,0.9999988079071045,204.7234344482422,34.15469741821289,0.2574200928211212
1673,240.00924682617188,13.863702774047852,0.9999986886978149,204.75601196289062,34.15469741821289,0.20550942420959473
1674,240.0211181640625,13.867496490478516,0.9999988079071045,204.75601196289062,34.086612701416016,0.23686611652374268
1675,240.04226684570312,13.867496490478516,0.9999985694885254,204.8072052001953,34.082244873046875,0.1502709984779358
1676,240.05230712890625,13.863702774047852,0.9999983310699463,204.81886291503906,34.06121826171875,0.11120480298995972
1677,240.10714721679688,13.83083724975586,0.9999984502792358,204.84230041503906,34.04767608642578,0.11555948853492737
1678,240.10714721679688,13.83083724975586,0.9999986886978149,204.8701629638672,34.01530075073242,0.11567828059196472
1679,240.10714721679688,13.83083724975586,0.9999984502792358,204.8701629638672,33.94187545776367,0.1089496910572052
1680,192.03121948242188,32.24252700805664,0.9999986290931702,235.2999267578125,14.803915977478027,0.1663397252559662
1681,191.977783203125,32.244476318359375,0.9999982118606567,235.2999267578125,14.803915977478027,0.16380271315574646
1682,191.96743774414062,32.28474807739258,0.9999983310699463,235.2999267578125,14.803915977478027,0.15266165137290955
1683,191.977783203125,32.30997848510742,0.999998152256012,235.24465942382812,14.897071838378906,0.13688912987709045
1684,191.977783203125,32.32881164550781,0.9999978542327881,235.23475646972656,14.909542083740234,0.12106841802597046
1685,191.977783203125,32.328853607177734,0.9999980330467224,235.15316772460938,15.007545471191406,0.12088748812675476
1686,191.98562622070312,32.3389892578125,0.9999978542327881,235.1268310546875,15.010089874267578,0.10605677962303162
1687,191.98562622070312,32.3389892578125,0.9999978542327881,235.07476806640625,15.012674331665039,0.09218388795852661
1688,191.9803009033203,32.369773864746094,0.9999982714653015,235.06654357910156,15.01614761352539,0.10730379819869995
1689,191.9803009033203,32.3389892578125,0.9999983906745911,235.03858947753906,15.01614761352539,0.09842565655708313
1690,191.98854064941406,32.3382568359375,0.9999980926513672,235.06654357910156,15.010089874267578,0.09124308824539185
1691,192.00784301757812,32.32801818847656,0.9999980926513672,234.92572021484375,15.01614761352539,0.09066596627235413
1692,239.95909118652344,13.893594741821289,0.9999973773956299,204.7465057373047,33.60415267944336,0.09403789043426514
1693,239.9635009765625,13.893594741821289,0.9999974966049194,204.40408325195312,33.64014434814453,0.09373319149017334
1694,239.9635009765625,13.893594741821289,0.9999978542327881,204.34043884277344,33.70172882080078,0.1206304132938385
1695,239.95909118652344,13.909648895263672,0.9999973773956299,204.34043884277344,33.70172882080078,0.1073828637599945
1696,239.95791625976562,13.92386531829834,0.9999974966049194,204.34043884277344,33.70172882080078,0.10226455330848694
1697,191.8628387451172,32.18946075439453,0.9999975562095642,235.2477264404297,14.680540084838867,0.13988810777664185
1698,191.86231994628906,32.21086883544922,0.999997615814209,235.31039428710938,14.680540084838867,0.14821374416351318
1699,191.85733032226562,32.21971893310547,0.9999976754188538,235.31039428710938,14.680540084838867,0.13261210918426514
1700,191.8416748046875,32.21086883544922,0.9999975562095642,235.28384399414062,14.70954704284668,0.12886393070220947
1701,191.86231994628906,32.1942253112793,0.999997615814209,235.28384399414062,14.709590911865234,0.11969101428985596
1702,191.86231994628906,32.1942253112793,0.9999972581863403,235.28384399414062,14.770090103149414,0.11543932557106018
1703,240.07266235351562,13.862486839294434,0.9999974370002747,235.27027893066406,14.836400032043457,0.10604074597358704
1704,240.29600524902344,13.86185359954834,0.999998152256012,235.0942840576172,14.982454299926758,0.11349430680274963
1705,240.29600524902344,13.86185359954834,0.9999979138374329,235.0942840576172,14.982454299926758,0.11175116896629333
1706,240.33139038085938,13.862486839294434,0.9999979734420776,235.0942840576172,14.982454299926758,0.11068758368492126
1707,240.337646484375,13.897011756896973,0.999998152256012,235.12368774414062,14.971915245056152,0.13263219594955444
1708,240.337646484375,13.931035041809082,0.999998152256012,235.16677856445312,14.936529159545898,0.10513660311698914
1709,191.9847412109375,32.27204132080078,0.9999979138374329,235.21583557128906,14.925130844116211,0.11148244142532349
1710,191.9938507080078,32.225852966308594,0.9999980330467224,235.27700805664062,14.925130844116211,0.1236061155796051
1711,191.9847412109375,32.27204132080078,0.9999980926513672,235.27700805664062,14.867828369140625,0.1354050636291504
1712,191.9847412109375,32.27204132080078,0.9999984502792358,235.27700805664062,14.867828369140625,0.17107445001602173
1713,191.9938507080078,32.225852966308594,0.9999984502792358,235.2533416748047,14.867828369140625,0.15888828039169312
1714,239.8125,13.926894187927246,0.9999982118606567,235.208984375,14.923845291137695,0.14021062850952148
1715,239.8125,13.92354965209961,0.9999985694885254,235.09678649902344,15.133953094482422,0.10094413161277771
1716,239.8125,13.881867408752441,0.9999979138374329,204.8557586669922,33.7476806640625,0.09646865725517273
1717,239.8125,13.823906898498535,0.9999980926513672,204.78897094726562,33.80131530761719,0.10936439037322998
1718,239.8125,13.823074340820312,0.9999985098838806,204.6612548828125,33.84150314331055,0.14469698071479797
1719,239.88714599609375,13.815571784973145,0.9999986290931702,204.56768798828125,33.85300827026367,0.1533268392086029
1720,239.93582153320312,13.81473159790039,0.9999986886978149,204.56768798828125,33.85300827026367,0.13629931211471558
1721,239.93695068359375,13.815571784973145,0.9999987483024597,204.56768798828125,33.86724853515625,0.1440354883670807
1722,239.9947509765625,13.823074340820312,0.9999988079071045,204.56768798828125,33.84150314331055,0.13650280237197876
1723,240.0010986328125,13.860697746276855,0.9999986886978149,204.56768798828125,33.86761474609375,0.14575913548469543
1724,240.0010986328125,13.873900413513184,0.9999987483024597,204.50741577148438,33.86761474609375,0.1373211145401001
1725,240.00833129882812,13.890138626098633,0.999998927116394,204.4774932861328,33.86761474609375,0.14524468779563904
1726,240.00833129882812,13.894574165344238,0.9999985694885254,204.4774932861328,33.835201263427734,0.12581172585487366
1727,240.00833129882812,13.89536190032959,0.9999984502792358,204.4774932861328,33.835201263427734,0.10936239361763
1728,191.84767150878906,32.0886116027832,0.9999985098838806,235.25680541992188,15.136889457702637,0.09718793630599976
1729,191.82814025878906,32.10331726074219,0.9999985098838806,235.25680541992188,15.136889457702637,0.099179208278656
